Person 1 has final_x = 21, final_y = 69, final_status = infected and was infected 8 times. 
Person 160 has final_x = 64, final_y = 20, final_status = immune and was infected 5 times. 
Person 161 has final_x = 68, final_y = 15, final_status = immune and was infected 6 times. 
Person 162 has final_x = 93, final_y = 9, final_status = susceptible and was infected 2 times. 
Person 163 has final_x = 21, final_y = 35, final_status = immune and was infected 5 times. 
Person 164 has final_x = 15, final_y = 98, final_status = susceptible and was infected 3 times. 
Person 165 has final_x = 94, final_y = 55, final_status = infected and was infected 13 times. 
Person 166 has final_x = 14, final_y = 57, final_status = susceptible and was infected 4 times. 
Person 167 has final_x = 74, final_y = 77, final_status = susceptible and was infected 6 times. 
Person 168 has final_x = 34, final_y = 52, final_status = susceptible and was infected 5 times. 
Person 169 has final_x = 5, final_y = 49, final_status = infected and was infected 4 times. 
Person 170 has final_x = 64, final_y = 43, final_status = immune and was infected 4 times. 
Person 171 has final_x = 69, final_y = 93, final_status = susceptible and was infected 3 times. 
Person 172 has final_x = 24, final_y = 0, final_status = susceptible and was infected 3 times. 
Person 173 has final_x = 38, final_y = 108, final_status = susceptible and was infected 3 times. 
Person 174 has final_x = 84, final_y = 54, final_status = susceptible and was infected 4 times. 
Person 175 has final_x = 88, final_y = 24, final_status = immune and was infected 6 times. 
Person 176 has final_x = 32, final_y = 79, final_status = susceptible and was infected 4 times. 
Person 177 has final_x = 52, final_y = 92, final_status = susceptible and was infected 7 times. 
Person 178 has final_x = 67, final_y = 101, final_status = immune and was infected 7 times. 
Person 179 has final_x = 15, final_y = 46, final_status = immune and was infected 6 times. 
Person 180 has final_x = 64, final_y = 58, final_status = susceptible and was infected 2 times. 
Person 181 has final_x = 21, final_y = 67, final_status = susceptible and was infected 5 times. 
Person 182 has final_x = 92, final_y = 98, final_status = immune and was infected 2 times. 
Person 183 has final_x = 105, final_y = 93, final_status = susceptible and was infected 6 times. 
Person 184 has final_x = 25, final_y = 71, final_status = susceptible and was infected 3 times. 
Person 185 has final_x = 62, final_y = 100, final_status = susceptible and was infected 3 times. 
Person 186 has final_x = 102, final_y = 71, final_status = immune and was infected 4 times. 
Person 187 has final_x = 42, final_y = 74, final_status = susceptible and was infected 7 times. 
Person 188 has final_x = 88, final_y = 16, final_status = susceptible and was infected 4 times. 
Person 189 has final_x = 39, final_y = 91, final_status = infected and was infected 7 times. 
Person 190 has final_x = 100, final_y = 17, final_status = immune and was infected 6 times. 
Person 191 has final_x = 74, final_y = 40, final_status = immune and was infected 3 times. 
Person 192 has final_x = 21, final_y = 44, final_status = immune and was infected 4 times. 
Person 193 has final_x = 25, final_y = 94, final_status = susceptible and was infected 1 times. 
Person 194 has final_x = 53, final_y = 61, final_status = susceptible and was infected 4 times. 
Person 195 has final_x = 4, final_y = 96, final_status = infected and was infected 9 times. 
Person 196 has final_x = 3, final_y = 108, final_status = susceptible and was infected 3 times. 
Person 197 has final_x = 56, final_y = 83, final_status = susceptible and was infected 6 times. 
Person 198 has final_x = 56, final_y = 58, final_status = susceptible and was infected 6 times. 
Person 199 has final_x = 69, final_y = 75, final_status = infected and was infected 10 times. 
Person 200 has final_x = 13, final_y = 85, final_status = susceptible and was infected 4 times. 
Person 201 has final_x = 5, final_y = 34, final_status = immune and was infected 4 times. 
Person 202 has final_x = 1, final_y = 79, final_status = susceptible and was infected 6 times. 
Person 203 has final_x = 29, final_y = 45, final_status = susceptible and was infected 4 times. 
Person 204 has final_x = 1, final_y = 4, final_status = immune and was infected 6 times. 
Person 205 has final_x = 33, final_y = 53, final_status = infected and was infected 9 times. 
Person 206 has final_x = 52, final_y = 54, final_status = susceptible and was infected 2 times. 
Person 207 has final_x = 9, final_y = 53, final_status = susceptible and was infected 3 times. 
Person 208 has final_x = 54, final_y = 45, final_status = immune and was infected 3 times. 
Person 209 has final_x = 68, final_y = 20, final_status = susceptible and was infected 3 times. 
Person 210 has final_x = 9, final_y = 94, final_status = susceptible and was infected 4 times. 
Person 211 has final_x = 56, final_y = 82, final_status = susceptible and was infected 4 times. 
Person 212 has final_x = 96, final_y = 30, final_status = immune and was infected 5 times. 
Person 213 has final_x = 30, final_y = 97, final_status = immune and was infected 2 times. 
Person 214 has final_x = 63, final_y = 39, final_status = susceptible and was infected 5 times. 
Person 215 has final_x = 24, final_y = 8, final_status = immune and was infected 2 times. 
Person 216 has final_x = 29, final_y = 46, final_status = infected and was infected 6 times. 
Person 217 has final_x = 81, final_y = 42, final_status = susceptible and was infected 5 times. 
Person 218 has final_x = 42, final_y = 57, final_status = infected and was infected 3 times. 
Person 219 has final_x = 103, final_y = 99, final_status = susceptible and was infected 4 times. 
Person 220 has final_x = 15, final_y = 36, final_status = susceptible and was infected 4 times. 
Person 221 has final_x = 25, final_y = 58, final_status = immune and was infected 2 times. 
Person 222 has final_x = 72, final_y = 61, final_status = immune and was infected 4 times. 
Person 223 has final_x = 19, final_y = 35, final_status = susceptible and was infected 3 times. 
Person 224 has final_x = 19, final_y = 54, final_status = susceptible and was infected 4 times. 
Person 225 has final_x = 103, final_y = 20, final_status = infected and was infected 5 times. 
Person 226 has final_x = 45, final_y = 31, final_status = infected and was infected 13 times. 
Person 227 has final_x = 56, final_y = 34, final_status = susceptible and was infected 2 times. 
Person 228 has final_x = 66, final_y = 55, final_status = infected and was infected 8 times. 
Person 229 has final_x = 29, final_y = 26, final_status = susceptible and was infected 6 times. 
Person 230 has final_x = 91, final_y = 33, final_status = immune and was infected 2 times. 
Person 231 has final_x = 40, final_y = 94, final_status = immune and was infected 7 times. 
Person 232 has final_x = 45, final_y = 26, final_status = susceptible and was infected 6 times. 
Person 233 has final_x = 83, final_y = 37, final_status = immune and was infected 7 times. 
Person 234 has final_x = 67, final_y = 85, final_status = infected and was infected 6 times. 
Person 235 has final_x = 57, final_y = 63, final_status = immune and was infected 2 times. 
Person 236 has final_x = 81, final_y = 55, final_status = susceptible and was infected 6 times. 
Person 237 has final_x = 0, final_y = 86, final_status = susceptible and was infected 3 times. 
Person 238 has final_x = 81, final_y = 70, final_status = susceptible and was infected 4 times. 
Person 239 has final_x = 8, final_y = 58, final_status = susceptible and was infected 5 times. 
Person 240 has final_x = 90, final_y = 30, final_status = susceptible and was infected 4 times. 
Person 241 has final_x = 52, final_y = 45, final_status = infected and was infected 5 times. 
Person 242 has final_x = 72, final_y = 35, final_status = susceptible and was infected 5 times. 
Person 243 has final_x = 63, final_y = 86, final_status = immune and was infected 5 times. 
Person 244 has final_x = 35, final_y = 108, final_status = immune and was infected 5 times. 
Person 245 has final_x = 88, final_y = 73, final_status = susceptible and was infected 5 times. 
Person 246 has final_x = 56, final_y = 51, final_status = susceptible and was infected 6 times. 
Person 247 has final_x = 8, final_y = 16, final_status = susceptible and was infected 3 times. 
Person 248 has final_x = 27, final_y = 20, final_status = susceptible and was infected 4 times. 
Person 249 has final_x = 63, final_y = 40, final_status = susceptible and was infected 7 times. 
Person 250 has final_x = 9, final_y = 34, final_status = infected and was infected 2 times. 
Person 251 has final_x = 101, final_y = 90, final_status = infected and was infected 5 times. 
Person 252 has final_x = 91, final_y = 18, final_status = susceptible and was infected 4 times. 
Person 253 has final_x = 60, final_y = 98, final_status = susceptible and was infected 4 times. 
Person 254 has final_x = 103, final_y = 31, final_status = susceptible and was infected 8 times. 
Person 255 has final_x = 55, final_y = 4, final_status = susceptible and was infected 4 times. 
Person 256 has final_x = 2, final_y = 95, final_status = infected and was infected 1 times. 
Person 257 has final_x = 26, final_y = 25, final_status = susceptible and was infected 5 times. 
Person 258 has final_x = 92, final_y = 18, final_status = infected and was infected 5 times. 
Person 259 has final_x = 41, final_y = 89, final_status = infected and was infected 9 times. 
Person 260 has final_x = 95, final_y = 45, final_status = susceptible and was infected 2 times. 
Person 261 has final_x = 49, final_y = 30, final_status = susceptible and was infected 3 times. 
Person 262 has final_x = 63, final_y = 85, final_status = immune and was infected 3 times. 
Person 263 has final_x = 10, final_y = 73, final_status = susceptible and was infected 4 times. 
Person 264 has final_x = 17, final_y = 35, final_status = susceptible and was infected 2 times. 
Person 265 has final_x = 71, final_y = 44, final_status = susceptible and was infected 7 times. 
Person 266 has final_x = 57, final_y = 92, final_status = immune and was infected 2 times. 
Person 267 has final_x = 32, final_y = 34, final_status = susceptible and was infected 5 times. 
Person 268 has final_x = 108, final_y = 86, final_status = susceptible and was infected 3 times. 
Person 269 has final_x = 109, final_y = 9, final_status = susceptible and was infected 4 times. 
Person 270 has final_x = 99, final_y = 83, final_status = susceptible and was infected 3 times. 
Person 271 has final_x = 34, final_y = 30, final_status = susceptible and was infected 3 times. 
Person 272 has final_x = 99, final_y = 107, final_status = susceptible and was infected 7 times. 
Person 273 has final_x = 2, final_y = 47, final_status = susceptible and was infected 1 times. 
Person 274 has final_x = 78, final_y = 21, final_status = infected and was infected 4 times. 
Person 275 has final_x = 25, final_y = 60, final_status = infected and was infected 6 times. 
Person 276 has final_x = 95, final_y = 69, final_status = susceptible and was infected 5 times. 
Person 277 has final_x = 30, final_y = 87, final_status = susceptible and was infected 8 times. 
Person 278 has final_x = 81, final_y = 91, final_status = infected and was infected 7 times. 
Person 279 has final_x = 103, final_y = 95, final_status = susceptible and was infected 4 times. 
Person 280 has final_x = 88, final_y = 43, final_status = immune and was infected 7 times. 
Person 281 has final_x = 44, final_y = 39, final_status = susceptible and was infected 1 times. 
Person 282 has final_x = 66, final_y = 107, final_status = infected and was infected 7 times. 
Person 283 has final_x = 14, final_y = 102, final_status = susceptible and was infected 5 times. 
Person 284 has final_x = 53, final_y = 13, final_status = infected and was infected 5 times. 
Person 285 has final_x = 25, final_y = 8, final_status = infected and was infected 5 times. 
Person 286 has final_x = 51, final_y = 82, final_status = immune and was infected 5 times. 
Person 287 has final_x = 5, final_y = 37, final_status = susceptible and was infected 6 times. 
Person 288 has final_x = 42, final_y = 62, final_status = infected and was infected 5 times. 
Person 289 has final_x = 101, final_y = 0, final_status = susceptible and was infected 4 times. 
Person 290 has final_x = 60, final_y = 52, final_status = susceptible and was infected 6 times. 
Person 291 has final_x = 102, final_y = 93, final_status = immune and was infected 4 times. 
Person 292 has final_x = 18, final_y = 34, final_status = immune and was infected 8 times. 
Person 293 has final_x = 27, final_y = 5, final_status = susceptible and was infected 4 times. 
Person 294 has final_x = 2, final_y = 105, final_status = susceptible and was infected 3 times. 
Person 295 has final_x = 75, final_y = 19, final_status = immune and was infected 2 times. 
Person 296 has final_x = 106, final_y = 41, final_status = susceptible and was infected 9 times. 
Person 297 has final_x = 19, final_y = 89, final_status = infected and was infected 4 times. 
Person 298 has final_x = 107, final_y = 62, final_status = susceptible and was infected 4 times. 
Person 299 has final_x = 100, final_y = 17, final_status = immune and was infected 6 times. 
Person 300 has final_x = 103, final_y = 12, final_status = immune and was infected 7 times. 
Person 301 has final_x = 20, final_y = 17, final_status = infected and was infected 2 times. 
Person 302 has final_x = 72, final_y = 22, final_status = susceptible and was infected 2 times. 
Person 303 has final_x = 85, final_y = 13, final_status = immune and was infected 5 times. 
Person 304 has final_x = 26, final_y = 87, final_status = infected and was infected 9 times. 
Person 305 has final_x = 79, final_y = 51, final_status = susceptible and was infected 5 times. 
Person 306 has final_x = 81, final_y = 98, final_status = immune and was infected 6 times. 
Person 307 has final_x = 13, final_y = 17, final_status = susceptible and was infected 6 times. 
Person 308 has final_x = 13, final_y = 7, final_status = susceptible and was infected 2 times. 
Person 309 has final_x = 24, final_y = 77, final_status = susceptible and was infected 5 times. 
Person 310 has final_x = 22, final_y = 38, final_status = susceptible and was infected 6 times. 
Person 311 has final_x = 84, final_y = 88, final_status = susceptible and was infected 5 times. 
Person 312 has final_x = 78, final_y = 49, final_status = susceptible and was infected 3 times. 
Person 313 has final_x = 12, final_y = 41, final_status = susceptible and was infected 4 times. 
Person 314 has final_x = 28, final_y = 67, final_status = susceptible and was infected 9 times. 
Person 315 has final_x = 9, final_y = 22, final_status = susceptible and was infected 4 times. 
Person 316 has final_x = 38, final_y = 15, final_status = susceptible and was infected 5 times. 
Person 317 has final_x = 49, final_y = 3, final_status = susceptible and was infected 5 times. 
Person 318 has final_x = 33, final_y = 102, final_status = infected and was infected 7 times. 
Person 319 has final_x = 22, final_y = 32, final_status = infected and was infected 5 times. 
Person 320 has final_x = 69, final_y = 104, final_status = infected and was infected 7 times. 
Person 321 has final_x = 37, final_y = 18, final_status = immune and was infected 5 times. 
Person 322 has final_x = 84, final_y = 43, final_status = immune and was infected 5 times. 
Person 323 has final_x = 41, final_y = 94, final_status = immune and was infected 5 times. 
Person 324 has final_x = 104, final_y = 68, final_status = infected and was infected 6 times. 
Person 325 has final_x = 84, final_y = 45, final_status = susceptible and was infected 0 times. 
Person 326 has final_x = 46, final_y = 14, final_status = susceptible and was infected 2 times. 
Person 327 has final_x = 33, final_y = 101, final_status = susceptible and was infected 6 times. 
Person 328 has final_x = 2, final_y = 95, final_status = infected and was infected 6 times. 
Person 329 has final_x = 52, final_y = 31, final_status = susceptible and was infected 6 times. 
Person 330 has final_x = 63, final_y = 38, final_status = immune and was infected 5 times. 
Person 331 has final_x = 59, final_y = 20, final_status = infected and was infected 5 times. 
Person 332 has final_x = 34, final_y = 48, final_status = infected and was infected 13 times. 
Person 333 has final_x = 23, final_y = 22, final_status = immune and was infected 4 times. 
Person 334 has final_x = 7, final_y = 90, final_status = susceptible and was infected 5 times. 
Person 335 has final_x = 102, final_y = 56, final_status = susceptible and was infected 1 times. 
Person 336 has final_x = 100, final_y = 75, final_status = infected and was infected 13 times. 
Person 337 has final_x = 82, final_y = 23, final_status = immune and was infected 7 times. 
Person 338 has final_x = 87, final_y = 52, final_status = infected and was infected 12 times. 
Person 339 has final_x = 53, final_y = 47, final_status = infected and was infected 2 times. 
Person 340 has final_x = 82, final_y = 94, final_status = susceptible and was infected 2 times. 
Person 341 has final_x = 88, final_y = 92, final_status = infected and was infected 7 times. 
Person 342 has final_x = 37, final_y = 60, final_status = infected and was infected 8 times. 
Person 343 has final_x = 49, final_y = 74, final_status = immune and was infected 5 times. 
Person 344 has final_x = 9, final_y = 89, final_status = immune and was infected 5 times. 
Person 345 has final_x = 44, final_y = 68, final_status = infected and was infected 5 times. 
Person 346 has final_x = 14, final_y = 71, final_status = infected and was infected 13 times. 
Person 347 has final_x = 17, final_y = 6, final_status = immune and was infected 12 times. 
Person 348 has final_x = 20, final_y = 68, final_status = susceptible and was infected 6 times. 
Person 349 has final_x = 81, final_y = 56, final_status = immune and was infected 5 times. 
Person 350 has final_x = 64, final_y = 107, final_status = immune and was infected 1 times. 
Person 351 has final_x = 31, final_y = 37, final_status = susceptible and was infected 6 times. 
Person 352 has final_x = 23, final_y = 99, final_status = susceptible and was infected 2 times. 
Person 353 has final_x = 17, final_y = 9, final_status = immune and was infected 12 times. 
Person 354 has final_x = 74, final_y = 62, final_status = susceptible and was infected 2 times. 
Person 355 has final_x = 107, final_y = 107, final_status = susceptible and was infected 4 times. 
Person 356 has final_x = 22, final_y = 89, final_status = immune and was infected 6 times. 
Person 357 has final_x = 101, final_y = 41, final_status = immune and was infected 5 times. 
Person 358 has final_x = 51, final_y = 43, final_status = infected and was infected 4 times. 
Person 359 has final_x = 2, final_y = 59, final_status = susceptible and was infected 3 times. 
Person 360 has final_x = 59, final_y = 1, final_status = susceptible and was infected 9 times. 
Person 361 has final_x = 54, final_y = 81, final_status = susceptible and was infected 2 times. 
Person 362 has final_x = 5, final_y = 84, final_status = susceptible and was infected 2 times. 
Person 363 has final_x = 37, final_y = 50, final_status = susceptible and was infected 5 times. 
Person 364 has final_x = 66, final_y = 18, final_status = infected and was infected 5 times. 
Person 365 has final_x = 72, final_y = 69, final_status = susceptible and was infected 4 times. 
Person 366 has final_x = 50, final_y = 49, final_status = susceptible and was infected 4 times. 
Person 367 has final_x = 50, final_y = 85, final_status = immune and was infected 6 times. 
